id;data_inversa;dia_semana;horario;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude
232860.0;2019-09-02;segunda-feira;22:00:00;393.0;1.8;CACHOEIRO DE ITAPEMIRIM;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;3;0;2;0;1;0;2;2;-20.837229999999998;-41.16733
232838.0;2019-09-02;segunda-feira;11:55:00;101.0;147.3;LINHARES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;1;0;0;2;1;-19.378870000000003;-40.06658
232742.0;2019-09-02;segunda-feira;10:15:00;101.0;291.0;CARIACICA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-20.29425;-40.39317
232698.0;2019-09-02;segunda-feira;06:58:00;262.0;43.7;MARECHAL FLORIANO;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;2;0;0;0;2;0;0;2;-20.38448;-40.66252
238232.0;2019-09-02;segunda-feira;11:55:00;101.0;298.6;VIANA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;0;1;1;2;-20.35374;-40.41564
232650.0;2019-09-02;segunda-feira;05:00:00;101.0;269.0;SERRA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Interseção de vias;Sim;3;0;0;1;1;1;1;2;-20.2174;-40.269909999999996
232903.0;2019-09-03;terça-feira;07:50:00;262.0;3.0;CARIACICA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;1;1;0;2;3;-20.33374;-40.36911
232896.0;2019-09-03;terça-feira;08:00:00;262.0;64.5;MARECHAL FLORIANO;Velocidade Incompatível;Tombamento;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1;0;0;0;1;0;0;1;-20.41797;-40.816179999999996
232876.0;2019-09-03;terça-feira;02:55:00;101.0;142.6;LINHARES;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-19.33459;-40.06755
232969.0;2019-09-03;terça-feira;15:20:00;101.0;252.9;SERRA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;2;0;0;0;2;1;-20.09618;-40.33951
232929.0;2019-09-03;terça-feira;09:11:00;101.0;299.6;VIANA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;1;1;1;2;-20.35742;-40.427279999999996
232996.0;2019-09-03;terça-feira;17:15:00;101.0;143.9;LINHARES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;2;0;0;2;2;-19.34287;-40.06386
232873.0;2019-09-03;terça-feira;01:10:00;262.0;26.0;VIANA;Falta de Atenção à Condução;Tombamento;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;1;0;0;0;1;0;0;1;-20.38042;-40.54403
233050.0;2019-09-03;terça-feira;22:00:00;101.0;148.8;LINHARES;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-19.394679999999997;-40.06524
232922.0;2019-09-03;terça-feira;09:00:00;101.0;270.0;SERRA;Desobediência às normas de trânsito pelo condutor;Engavetamento;Sem Vítimas;Pleno dia;Crescente;Sol;Múltipla;Reta;Sim;4;0;0;0;4;0;0;4;-20.2174;-40.269909999999996
241876.0;2019-09-03;terça-feira;21:00:00;259.0;96.5;BAIXO GUANDU;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;Reta;Não;2;0;0;1;1;0;1;2;-19.50432;-40.93987
233022.0;2019-09-03;terça-feira;20:15:00;101.0;147.1;LINHARES;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Interseção de vias;Sim;3;0;2;0;1;0;2;2;-19.37937;-40.06661
