id;data_inversa;dia_semana;horario;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude
261294.0;2020-01-07;terça-feira;06:35:00;101.0;148;LINHARES;Animais na Pista;Atropelamento de Animal;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;0;1;0;0;1;-19.38787399;-40.06752766
261298.0;2020-01-07;terça-feira;06:36:00;101.0;148;LINHARES;Animais na Pista;Atropelamento de Animal;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;0;1;0;0;1;-19.38787399;-40.06752766
261318.0;2020-01-07;terça-feira;08:40:00;101.0;145;LINHARES;Defeito Mecânico no Veículo;Engavetamento;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;5;0;0;0;5;0;0;3;-19.36089598;-40.06464018
261568.0;2020-01-08;quarta-feira;17:00:00;262.0;2.2;CARIACICA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Curva;Sim;2;0;2;0;0;0;2;1;-20.33275688;-40.36077696
261593.0;2020-01-08;quarta-feira;21:40:00;101.0;265;SERRA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-20.1816849;-40.26536036
261547.0;2020-01-08;quarta-feira;17:00:00;101.0;296;CARIACICA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Anoitecer;Crescente;Sol;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-20.34029997;-40.40405712
271669.0;2020-01-08;quarta-feira;14:05:00;262.0;101.5;VENDA NOVA DO IMIGRANTE;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Não Informado;Não;3;0;0;2;1;0;2;2;-20.34357039;-41.10950531
261494.0;2020-01-08;quarta-feira;11:50:00;262.0;105.9;VENDA NOVA DO IMIGRANTE;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Não Informado;Sim;2;0;1;0;1;0;1;2;-20.32624656;-41.13598921
261487.0;2020-01-08;quarta-feira;10:50:00;101.0;266;SERRA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-20.190199;-40.26828891
261432.0;2020-01-08;quarta-feira;05:40:00;259.0;50;COLATINA;Falta de Atenção à Condução;Queda de ocupante de veículo;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Sim;1;0;0;0;0;1;0;1;-19.510103;-40.60615
